experiment,time_s,follower,cell,artifact_id,q_seg_max,qdot_seg_max,u_dot_bound,amplitude_guard_pass,slew_guard_pass,domain_pass,artifact_valid,lmi_margin_pass,effective_delay_mode_pass,authority
simplex,31.90,4,C2,C2_SHARED_CERT_001,0.539878442254,0.0299284082433,1058.17393463,1,1,1,1,1,1,N
simplex,31.92,1,C2,C2_SHARED_CERT_001,0.569741439778,0.0380796797907,1206.24036751,1,1,1,1,1,1,N
simplex,31.92,2,C2,C2_SHARED_CERT_001,0.640310255563,0.0200102911549,822.564907255,1,1,1,1,1,1,N
simplex,31.92,3,C2,C2_SHARED_CERT_001,0.625053995704,0.0101404584092,550.020803829,1,1,1,1,1,1,N
simplex,31.92,4,C2,C2_SHARED_CERT_001,0.540473474472,0.0297518050956,1052.55938963,1,1,1,1,1,1,N
simplex,31.94,1,C2,C2_SHARED_CERT_001,0.568979851998,0.0380688900706,1205.80773054,1,1,1,1,1,1,N
simplex,31.94,2,C2,C2_SHARED_CERT_001,0.639910051151,0.020173985603,828.269656874,1,1,1,1,1,1,N
simplex,31.94,3,C2,C2_SHARED_CERT_001,0.625253318175,0.00996615121255,542.885692621,1,1,1,1,1,1,N
simplex,31.94,4,C2,C2_SHARED_CERT_001,0.54106504813,0.0295788752632,1047.06311125,1,1,1,1,1,1,N
simplex,31.96,1,C2,C2_SHARED_CERT_001,0.568218480007,0.038057686286,1205.36294786,1,1,1,1,1,1,N
simplex,31.96,2,C2,C2_SHARED_CERT_001,0.639506572875,0.0203349233025,833.876514746,1,1,1,1,1,1,N
simplex,31.96,3,C2,C2_SHARED_CERT_001,0.625449126696,0.00979045287724,535.692554496,1,1,1,1,1,1,N
simplex,31.96,4,C2,C2_SHARED_CERT_001,0.541653235726,0.0294095703255,1041.68354503,1,1,1,1,1,1,N
simplex,31.98,1,C2,C2_SHARED_CERT_001,0.567457332086,0.0380460459825,1204.90536031,1,1,1,1,1,1,N
simplex,31.98,2,C2,C2_SHARED_CERT_001,0.63909987587,0.0204931468955,839.386995908,1,1,1,1,1,1,N
simplex,31.98,3,C2,C2_SHARED_CERT_001,0.625641393056,0.00961334385982,528.440578742,1,1,1,1,1,1,N
simplex,31.98,4,C2,C2_SHARED_CERT_001,0.542238108653,0.0292438351437,1036.41891894,1,1,1,1,1,1,N
simplex,32.00,1,C2,C2_SHARED_CERT_001,0.566696416966,0.0380339476535,1204.43433667,1,1,1,1,1,1,N
simplex,32.00,2,C2,C2_SHARED_CERT_001,0.638690014419,0.0206487016047,844.802706313,1,1,1,1,1,1,N
simplex,32.00,3,C2,C2_SHARED_CERT_001,0.625830088736,0.00943480905516,521.129137341,1,1,1,1,1,1,N
simplex,32.00,4,C2,C2_SHARED_CERT_001,0.542819737077,0.0290816081818,1031.26725379,1,1,1,1,1,1,N
simplex,32.02,1,C2,C2_SHARED_CERT_001,0.565935743806,0.0380213707935,1203.94927521,1,1,1,1,1,1,N
simplex,32.02,2,C2,C2_SHARED_CERT_001,0.638277041899,0.0208016349303,850.12533214,1,1,1,1,1,1,N
simplex,32.02,3,C2,C2_SHARED_CERT_001,0.626015185006,0.00925483765216,513.757779039,1,1,1,1,1,1,N
simplex,32.02,4,C2,C2_SHARED_CERT_001,0.543398189809,0.0289228218938,1026.22637575,1,1,1,1,1,1,N
simplex,32.04,1,C2,C2_SHARED_CERT_001,0.565175322178,0.038008295936,1203.44960485,1,1,1,1,1,1,N
simplex,32.04,2,C2,C2_SHARED_CERT_001,0.637861010737,0.0209519964622,855.356633144,1,1,1,1,1,1,N
simplex,32.04,3,C2,C2_SHARED_CERT_001,0.626196653002,0.00907342310403,506.326228147,1,1,1,1,1,1,N
simplex,32.04,4,C2,C2_SHARED_CERT_001,0.543973534198,0.0287674030296,1021.29392616,1,1,1,1,1,1,N
simplex,32.06,1,C2,C2_SHARED_CERT_001,0.564415162042,0.0379947046609,1202.93478532,1,1,1,1,1,1,N
simplex,32.06,2,C2,C2_SHARED_CERT_001,0.63744197237,0.0210998376375,860.498434089,1,1,1,1,1,1,N
simplex,32.06,3,C2,C2_SHARED_CERT_001,0.626374463813,0.00889056301681,498.83437996,1,1,1,1,1,1,N
simplex,32.06,4,C2,C2_SHARED_CERT_001,0.54454583602,0.028615272996,1016.46737326,1,1,1,1,1,1,N
simplex,32.08,1,C2,C2_SHARED_CERT_001,0.563655273724,0.0379805796504,1202.40430884,1,1,1,1,1,1,N
simplex,32.08,2,C2,C2_SHARED_CERT_001,0.637019977205,0.0212452115288,865.552617292,1,1,1,1,1,1,N
simplex,32.08,3,C2,C2_SHARED_CERT_001,0.626548588562,0.00870625905692,491.282296978,1,1,1,1,1,1,N
simplex,32.08,4,C2,C2_SHARED_CERT_001,0.545115159379,0.0284663482007,1011.74402326,1,1,1,1,1,1,N
simplex,32.10,1,C2,C2_SHARED_CERT_001,0.5628956679,0.0379659047033,1201.85770051,1,1,1,1,1,1,N
simplex,32.10,2,C2,C2_SHARED_CERT_001,0.636595074586,0.021388172602,870.521114034,1,1,1,1,1,1,N
simplex,32.10,3,C2,C2_SHARED_CERT_001,0.626718998483,0.00852051683396,483.670204087,1,1,1,1,1,1,N
simplex,32.10,4,C2,C2_SHARED_CERT_001,0.545681566615,0.0283205404034,1007.12103171,1,1,1,1,1,1,N
simplex,32.12,1,C2,C2_SHARED_CERT_001,0.562136355569,0.0379506647314,1201.29451824,1,1,1,1,1,1,N
simplex,32.12,2,C2,C2_SHARED_CERT_001,0.636167312771,0.0215287765305,875.405898032,1,1,1,1,1,1,N
simplex,32.12,3,C2,C2_SHARED_CERT_001,0.626885664999,0.00833334581334,475.998484982,1,1,1,1,1,1,N
simplex,32.12,4,C2,C2_SHARED_CERT_001,0.546245118215,0.0281777570307,1002.59541367,1,1,1,1,1,1,N
simplex,32.14,1,C2,C2_SHARED_CERT_001,0.56137734803,0.0379348458032,1200.71435399,1,1,1,1,1,1,N
simplex,32.14,2,C2,C2_SHARED_CERT_001,0.635736738902,0.0216670799799,880.208977809,1,1,1,1,1,1,N
simplex,32.14,3,C2,C2_SHARED_CERT_001,0.627048559798,0.00814475917077,468.267676193,1,1,1,1,1,1,N
simplex,32.14,4,C2,C2_SHARED_CERT_001,0.546805872738,0.0280379015387,998.164055408,1,1,1,1,1,1,N
simplex,32.16,1,C2,C2_SHARED_CERT_001,0.560618656863,0.037918435127,1200.11683328,1,1,1,1,1,1,N
simplex,32.16,2,C2,C2_SHARED_CERT_001,0.635303398988,0.0218031404195,884.932390055,1,1,1,1,1,1,N
simplex,32.16,3,C2,C2_SHARED_CERT_001,0.627207654904,0.0079547737103,460.478463721,1,1,1,1,1,1,N
simplex,32.16,4,C2,C2_SHARED_CERT_001,0.547363886735,0.02790087373,993.823724653,1,1,1,1,1,1,N
simplex,32.18,1,C2,C2_SHARED_CERT_001,0.559860293902,0.0379014210786,1199.50161601,1,1,1,1,1,1,N
simplex,32.18,2,C2,C2_SHARED_CERT_001,0.63486733789,0.0219370159274,889.57819273,1,1,1,1,1,1,N
simplex,32.18,3,C2,C2_SHARED_CERT_001,0.627362922745,0.00776340970832,452.631676634,1,1,1,1,1,1,N
simplex,32.18,4,C2,C2_SHARED_CERT_001,0.547919214691,0.0277665700861,989.571081357,1,1,1,1,1,1,N
simplex,32.20,1,C2,C2_SHARED_CERT_001,0.559102271215,0.0378837931807,1198.86839585,1,1,1,1,1,1,N
simplex,32.20,2,C2,C2_SHARED_CERT_001,0.634428599305,0.0220687649925,894.148458087,1,1,1,1,1,1,N
simplex,32.20,3,C2,C2_SHARED_CERT_001,0.627514336222,0.0075706907674,444.728281058,1,1,1,1,1,1,N
simplex,32.20,4,C2,C2_SHARED_CERT_001,0.548471908957,0.0276348841099,985.40268874,1,1,1,1,1,1,N
simplex,32.22,1,C2,C2_SHARED_CERT_001,0.558344601078,0.0378655421204,1198.21690076,1,1,1,1,1,1,N
simplex,32.22,2,C2,C2_SHARED_CERT_001,0.633987225764,0.0221984463612,898.645267256,1,1,1,1,1,1,N
simplex,32.22,3,C2,C2_SHARED_CERT_001,0.627661868774,0.00737664373145,436.769376701,1,1,1,1,1,1,N
simplex,32.22,4,C2,C2_SHARED_CERT_001,0.549022019704,0.0275057066101,981.315022502,1,1,1,1,1,1,N
simplex,32.24,1,C2,C2_SHARED_CERT_001,0.557587295955,0.0378466597184,1197.54689206,1,1,1,1,1,1,N
simplex,32.24,2,C2,C2_SHARED_CERT_001,0.633543258619,0.0223261188664,903.070704203,1,1,1,1,1,1,N
simplex,32.24,3,C2,C2_SHARED_CERT_001,0.627805494435,0.00718129849576,428.756189044,1,1,1,1,1,1,N
simplex,32.24,4,C2,C2_SHARED_CERT_001,0.549569594869,0.0273789260514,977.304482123,1,1,1,1,1,1,N
simplex,32.26,1,C2,C2_SHARED_CERT_001,0.556830368473,0.037827138961,1196.85816536,1,1,1,1,1,1,N
simplex,32.26,2,C2,C2_SHARED_CERT_001,0.633096738048,0.0224518412563,907.426849695,1,1,1,1,1,1,N
simplex,32.26,3,C2,C2_SHARED_CERT_001,0.627945187899,0.00698468791321,420.690065488,1,1,1,1,1,1,N
simplex,32.26,4,C2,C2_SHARED_CERT_001,0.550114680119,0.0272544288358,973.367399984,1,1,1,1,1,1,N
simplex,32.28,1,C2,C2_SHARED_CERT_001,0.556073831397,0.0378069739309,1196.15054857,1,1,1,1,1,1,N
simplex,32.28,2,C2,C2_SHARED_CERT_001,0.632647703053,0.0225756720379,911.715775769,1,1,1,1,1,1,N
simplex,32.28,3,C2,C2_SHARED_CERT_001,0.628080924571,0.00678684759254,412.572467063,1,1,1,1,1,1,N
simplex,32.28,4,C2,C2_SHARED_CERT_001,0.550657318814,0.0271320996328,969.500052023,1,1,1,1,1,1,N
simplex,32.30,1,C2,C2_SHARED_CERT_001,0.555317697614,0.0377861598583,1195.42390334,1,1,1,1,1,1,N
simplex,32.30,2,C2,C2_SHARED_CERT_001,0.632196191465,0.0226976693468,915.939541141,1,1,1,1,1,1,N
simplex,32.30,3,C2,C2_SHARED_CERT_001,0.628212680621,0.00658781580579,404.404964626,1,1,1,1,1,1,N
simplex,32.30,4,C2,C2_SHARED_CERT_001,0.551197551978,0.0270118216433,965.698666276,1,1,1,1,1,1,N
simplex,32.32,1,C2,C2_SHARED_CERT_001,0.554561980104,0.037764693038,1194.67812267,1,1,1,1,1,1,N
simplex,32.32,2,C2,C2_SHARED_CERT_001,0.631742239955,0.0228178908046,920.100186176,1,1,1,1,1,1,N
simplex,32.32,3,C2,C2_SHARED_CERT_001,0.628340433034,0.00638763330289,396.189231238,1,1,1,1,1,1,N
simplex,32.32,4,C2,C2_SHARED_CERT_001,0.551735418276,0.0268934769185,961.959433193,1,1,1,1,1,1,N
simplex,32.34,1,C2,C2_SHARED_CERT_001,0.553806691922,0.0377425708687,1193.91313203,1,1,1,1,1,1,N
simplex,32.34,2,C2,C2_SHARED_CERT_001,0.631285884039,0.0229363933832,924.199728099,1,1,1,1,1,1,N
simplex,32.34,3,C2,C2_SHARED_CERT_001,0.628464159657,0.00618634317643,387.927036604,1,1,1,1,1,1,N
simplex,32.34,4,C2,C2_SHARED_CERT_001,0.552270953995,0.0267769466155,958.278513897,1,1,1,1,1,1,N
simplex,32.36,1,C2,C2_SHARED_CERT_001,0.553051846175,0.0377197917935,1193.1288876,1,1,1,1,1,1,N
simplex,32.36,2,C2,C2_SHARED_CERT_001,0.630827158095,0.0230532332687,928.240156197,1,1,1,1,1,1,N
simplex,32.36,3,C2,C2_SHARED_CERT_001,0.628583839244,0.00598399069731,379.620240317,1,1,1,1,1,1,N
simplex,32.36,4,C2,C2_SHARED_CERT_001,0.552804193037,0.0266621112952,954.652049826,1,1,1,1,1,1,N
simplex,32.38,1,C2,C2_SHARED_CERT_001,0.552297456,0.0376963552811,1192.32537574,1,1,1,1,1,1,N
simplex,32.38,2,C2,C2_SHARED_CERT_001,0.630366095376,0.023168465801,932.223429679,1,1,1,1,1,1,N
simplex,32.38,3,C2,C2_SHARED_CERT_001,0.628699451493,0.00578062318801,371.270786648,1,1,1,1,1,1,N
simplex,32.38,4,C2,C2_SHARED_CERT_001,0.553335166903,0.0265488511681,951.076170688,1,1,1,1,1,1,N
simplex,32.40,1,C2,C2_SHARED_CERT_001,0.551543534547,0.0376722617961,1191.50261212,1,1,1,1,1,1,N
simplex,32.40,2,C2,C2_SHARED_CERT_001,0.629902728029,0.0232821453109,936.151471947,1,1,1,1,1,1,N
simplex,32.40,3,C2,C2_SHARED_CERT_001,0.628810977088,0.00557628984372,362.880697186,1,1,1,1,1,1,N
simplex,32.40,4,C2,C2_SHARED_CERT_001,0.5538639047,0.0264370463674,947.547003282,1,1,1,1,1,1,N
simplex,32.42,1,C2,C2_SHARED_CERT_001,0.550790094954,0.0376475128147,1190.66064214,1,1,1,1,1,1,N
simplex,32.42,2,C2,C2_SHARED_CERT_001,0.629437087115,0.023394325021,940.026167085,1,1,1,1,1,1,N
simplex,32.42,3,C2,C2_SHARED_CERT_001,0.628918397729,0.00537104157266,354.452064275,1,1,1,1,1,1,N
simplex,32.42,4,C2,C2_SHARED_CERT_001,0.55439043314,0.0263265771834,944.060679098,1,1,1,1,1,1,N
simplex,32.44,1,C2,C2_SHARED_CERT_001,0.550037150331,0.0376221107122,1189.79953765,1,1,1,1,1,1,N
simplex,32.44,2,C2,C2_SHARED_CERT_001,0.628969202629,0.0235050570223,943.849359052,1,1,1,1,1,1,N
simplex,32.44,3,C2,C2_SHARED_CERT_001,0.629021696168,0.00516493088335,345.987046374,1,1,1,1,1,1,N
simplex,32.44,4,C2,C2_SHARED_CERT_001,0.55491477655,0.0262173243236,940.613342724,1,1,1,1,1,1,N
simplex,32.46,1,C2,C2_SHARED_CERT_001,0.549284713741,0.0375960588105,1188.91939832,1,1,1,1,1,1,N
simplex,32.46,2,C2,C2_SHARED_CERT_001,0.628499103525,0.0236143921029,947.62284562,1,1,1,1,1,1,N
simplex,32.46,3,C2,C2_SHARED_CERT_001,0.629120856235,0.00495801168759,337.487859954,1,1,1,1,1,1,N
simplex,32.46,4,C2,C2_SHARED_CERT_001,0.555436956883,0.0261091691283,937.201158823,1,1,1,1,1,1,N
simplex,32.48,1,C2,C2_SHARED_CERT_001,0.54853279818,0.0375693613154,1188.02034983,1,1,1,1,1,1,N
simplex,32.48,2,C2,C2_SHARED_CERT_001,0.628026817743,0.023722379742,951.3483782,1,1,1,1,1,1,N
simplex,32.48,3,C2,C2_SHARED_CERT_001,0.629215862862,0.00475033918176,328.956774613,1,1,1,1,1,1,N
simplex,32.48,4,C2,C2_SHARED_CERT_001,0.555956993735,0.0260019938044,933.820319704,1,1,1,1,1,1,N
simplex,32.50,1,C2,C2_SHARED_CERT_001,0.547781416559,0.0375420232588,1187.10254213,1,1,1,1,1,1,N
simplex,32.50,2,C2,C2_SHARED_CERT_001,0.62755237223,0.0238290679941,955.027657724,1,1,1,1,1,1,N
simplex,32.50,3,C2,C2_SHARED_CERT_001,0.629306702109,0.00454196967194,320.396105883,1,1,1,1,1,1,N
simplex,32.50,4,C2,C2_SHARED_CERT_001,0.55647490437,0.0258956816299,930.467051946,1,1,1,1,1,1,N
simplex,32.52,1,C2,C2_SHARED_CERT_001,0.547030581688,0.0375140505126,1186.16614985,1,1,1,1,1,1,N
simplex,32.52,2,C2,C2_SHARED_CERT_001,0.627075792973,0.0239345034567,958.662333529,1,1,1,1,1,1,N
simplex,32.52,3,C2,C2_SHARED_CERT_001,0.629393361183,0.00433296044185,311.808209794,1,1,1,1,1,1,N
simplex,32.52,4,C2,C2_SHARED_CERT_001,0.556990703742,0.0257901171789,927.137623669,1,1,1,1,1,1,N
simplex,32.54,1,C2,C2_SHARED_CERT_001,0.546280306263,0.0374854497141,1185.21137014,1,1,1,1,1,1,N
simplex,32.54,2,C2,C2_SHARED_CERT_001,0.62659710503,0.0240387312204,962.254001599,1,1,1,1,1,1,N
simplex,32.54,3,C2,C2_SHARED_CERT_001,0.62947582845,0.00412336961304,303.19547712,1,1,1,1,1,1,N
simplex,32.54,4,C2,C2_SHARED_CERT_001,0.557504404526,0.0256851864875,923.828349916,1,1,1,1,1,1,N
simplex,32.56,1,C2,C2_SHARED_CERT_001,0.545530602843,0.0374562282505,1184.23842216,1,1,1,1,1,1,N
simplex,32.56,2,C2,C2_SHARED_CERT_001,0.626116332553,0.024141794785,965.804201612,1,1,1,1,1,1,N
simplex,32.56,3,C2,C2_SHARED_CERT_001,0.629554093453,0.0039132559733,294.560326319,1,1,1,1,1,1,N
simplex,32.56,4,C2,C2_SHARED_CERT_001,0.558016017151,0.0255807772679,920.535599586,1,1,1,1,1,1,N
simplex,32.58,1,C2,C2_SHARED_CERT_001,0.544781483842,0.0374263942139,1183.2475458,1,1,1,1,1,1,N
simplex,32.58,2,C2,C2_SHARED_CERT_001,0.625633498826,0.0242437360684,969.314417254,1,1,1,1,1,1,N
simplex,32.58,3,C2,C2_SHARED_CERT_001,0.629628146924,0.00370267887105,285.905199185,1,1,1,1,1,1,N
simplex,32.58,4,C2,C2_SHARED_CERT_001,0.558525549838,0.0254767790756,917.255800839,1,1,1,1,1,1,N
simplex,32.60,1,C2,C2_SHARED_CERT_001,0.544032961512,0.0373959563635,1182.23900054,1,1,1,1,1,1,N
simplex,32.60,2,C2,C2_SHARED_CERT_001,0.625148626295,0.0243445953332,972.786073629,1,1,1,1,1,1,N
simplex,32.60,3,C2,C2_SHARED_CERT_001,0.629697980788,0.00349169804653,277.232553899,1,1,1,1,1,1,N
simplex,32.60,4,C2,C2_SHARED_CERT_001,0.559033008638,0.0253730834723,913.98544639,1,1,1,1,1,1,N
simplex,32.62,1,C2,C2_SHARED_CERT_001,0.543285047927,0.037364924095,1181.21306455,1,1,1,1,1,1,N
simplex,32.62,2,C2,C2_SHARED_CERT_001,0.624661736601,0.0244444111824,976.220537134,1,1,1,1,1,1,N
simplex,32.62,3,C2,C2_SHARED_CERT_001,0.629763588169,0.00328037350637,268.544859866,1,1,1,1,1,1,N
simplex,32.62,4,C2,C2_SHARED_CERT_001,0.559538397477,0.025269584195,910.721098969,1,1,1,1,1,1,N
simplex,32.64,1,C2,C2_SHARED_CERT_001,0.542537754978,0.0373333074087,1180.17003375,1,1,1,1,1,1,N
simplex,32.64,2,C2,C2_SHARED_CERT_001,0.624172850611,0.0245432205252,979.619114235,1,1,1,1,1,1,N
simplex,32.64,3,C2,C2_SHARED_CERT_001,0.629824963396,0.0030687654057,259.844592858,1,1,1,1,1,1,N
simplex,32.64,4,C2,C2_SHARED_CERT_001,0.560041718204,0.025166177296,907.459395868,1,1,1,1,1,1,N
simplex,32.66,1,C2,C2_SHARED_CERT_001,0.541791094351,0.03730111685,1179.11022008,1,1,1,1,1,1,N
simplex,32.66,2,C2,C2_SHARED_CERT_001,0.623681988455,0.0246410585762,982.983051458,1,1,1,1,1,1,N
simplex,32.66,3,C2,C2_SHARED_CERT_001,0.629882102002,0.00285693390136,251.134228975,1,1,1,1,1,1,N
simplex,32.66,4,C2,C2_SHARED_CERT_001,0.560542970635,0.0250627612849,904.19705355,1,1,1,1,1,1,N
simplex,32.68,1,C2,C2_SHARED_CERT_001,0.541045077524,0.0372683634856,1178.03395076,1,1,1,1,1,1,N
simplex,32.68,2,C2,C2_SHARED_CERT_001,0.623189169559,0.0247379588314,986.313534539,1,1,1,1,1,1,N
simplex,32.68,3,C2,C2_SHARED_CERT_001,0.629935000717,0.00264493902097,242.416239251,1,1,1,1,1,1,N
simplex,32.68,4,C2,C2_SHARED_CERT_001,0.561042152611,0.0249592372708,900.930872237,1,1,1,1,1,1,N
simplex,32.70,1,C2,C2_SHARED_CERT_001,0.540299715753,0.0372350588761,1176.94156751,1,1,1,1,1,1,N
simplex,32.70,2,C2,C2_SHARED_CERT_001,0.622694412679,0.024833953077,989.611688759,1,1,1,1,1,1,N
simplex,32.70,3,C2,C2_SHARED_CERT_001,0.629983657471,0.00243284058223,233.693086327,1,1,1,1,1,1,N
simplex,32.70,4,C2,C2_SHARED_CERT_001,0.561539260048,0.0248555090616,897.657739155,1,1,1,1,1,1,N
simplex,32.72,1,C2,C2_SHARED_CERT_001,0.539555020063,0.0372012150133,1175.83342471,1,1,1,1,1,1,N
simplex,32.72,2,C2,C2_SHARED_CERT_001,0.622197735935,0.0249290713831,992.878578699,1,1,1,1,1,1,N
simplex,32.72,3,C2,C2_SHARED_CERT_001,0.63002807138,0.00222069801049,224.967216944,1,1,1,1,1,1,N
simplex,32.72,4,C2,C2_SHARED_CERT_001,0.562034286995,0.0247514832978,894.374632859,1,1,1,1,1,1,N
simplex,32.74,1,C2,C2_SHARED_CERT_001,0.538811001239,0.0371668443081,1174.70988901,1,1,1,1,1,1,N
simplex,32.74,2,C2,C2_SHARED_CERT_001,0.621699156846,0.025023342096,996.115208007,1,1,1,1,1,1,N
simplex,32.74,3,C2,C2_SHARED_CERT_001,0.630068242742,0.00200857028631,216.241059775,1,1,1,1,1,1,N
simplex,32.74,4,C2,C2_SHARED_CERT_001,0.562527225691,0.0246470695422,891.078626146,1,1,1,1,1,1,N
simplex,32.76,1,C2,C2_SHARED_CERT_001,0.538067669817,0.0371319595462,1173.57133805,1,1,1,1,1,1,N
simplex,32.76,2,C2,C2_SHARED_CERT_001,0.621198692362,0.0251167918914,999.32252125,1,1,1,1,1,1,N
simplex,32.76,3,C2,C2_SHARED_CERT_001,0.63010417302,0.00179651581265,207.517019959,1,1,1,1,1,1,N
simplex,32.76,4,C2,C2_SHARED_CERT_001,0.563018066628,0.0245421803791,887.766889277,1,1,1,1,1,1,N
simplex,32.78,1,C2,C2_SHARED_CERT_001,0.537325036079,0.0370965738466,1172.41815925,1,1,1,1,1,1,N
simplex,32.78,2,C2,C2_SHARED_CERT_001,0.620696358904,0.0252094457362,1002.5014026,1,1,1,1,1,1,N
simplex,32.78,3,C2,C2_SHARED_CERT_001,0.630135864834,0.00158459229985,198.797474357,1,1,1,1,1,1,N
simplex,32.78,4,C2,C2_SHARED_CERT_001,0.563506798612,0.0244367314964,884.436692646,1,1,1,1,1,1,N
simplex,32.80,1,C2,C2_SHARED_CERT_001,0.536583110043,0.0370607006278,1171.25074879,1,1,1,1,1,1,N
simplex,32.80,2,C2,C2_SHARED_CERT_001,0.620192172389,0.0253013269483,1005.65267793,1,1,1,1,1,1,N
simplex,32.80,3,C2,C2_SHARED_CERT_001,0.63016332194,0.00137285667682,190.0847679,1,1,1,1,1,1,N
simplex,32.80,4,C2,C2_SHARED_CERT_001,0.563993408827,0.0243306417628,881.08540928,1,1,1,1,1,1,N
simplex,32.82,1,C2,C2_SHARED_CERT_001,0.53584190146,0.0370243535802,1170.0695108,1,1,1,1,1,1,N
simplex,32.82,2,C2,C2_SHARED_CERT_001,0.61968614827,0.025392457208,1008.77711525,1,1,1,1,1,1,N
simplex,32.82,3,C2,C2_SHARED_CERT_001,0.630186549219,0.00116136501435,181.381210417,1,1,1,1,1,1,N
simplex,32.82,4,C2,C2_SHARED_CERT_001,0.564477882896,0.0242238332973,877.710517108,1,1,1,1,1,1,N
simplex,32.84,1,C2,C2_SHARED_CERT_001,0.535101419805,0.0369875466298,1168.8748563,1,1,1,1,1,1,N
simplex,32.84,2,C2,C2_SHARED_CERT_001,0.619178301565,0.0254828565724,1011.87542516,1,1,1,1,1,1,N
simplex,32.84,3,C2,C2_SHARED_CERT_001,0.63020555265,0.000950172399676,172.689071474,1,1,1,1,1,1,N
simplex,32.84,4,C2,C2_SHARED_CERT_001,0.564960204955,0.0241162315279,874.309600862,1,1,1,1,1,1,N
simplex,32.86,1,C2,C2_SHARED_CERT_001,0.534361674278,0.0369502939028,1167.66720216,1,1,1,1,1,1,N
simplex,32.86,2,C2,C2_SHARED_CERT_001,0.618668646894,0.0255725435181,1014.94826244,1,1,1,1,1,1,N
simplex,32.86,3,C2,C2_SHARED_CERT_001,0.630220339295,0.000739332858972,164.010577175,1,1,1,1,1,1,N
simplex,32.86,4,C2,C2_SHARED_CERT_001,0.565440357713,0.0240077652456,870.880353845,1,1,1,1,1,1,N
simplex,32.88,1,C2,C2_SHARED_CERT_001,0.533622673792,0.0369126096808,1166.44696977,1,1,1,1,1,1,N
simplex,32.88,2,C2,C2_SHARED_CERT_001,0.618157198503,0.0256615349879,1017.99622767,1,1,1,1,1,1,N
simplex,32.88,3,C2,C2_SHARED_CERT_001,0.630230917273,0.000528899316442,155.347908473,1,1,1,1,1,1,N
simplex,32.88,4,C2,C2_SHARED_CERT_001,0.565918322523,0.0238983666347,867.420578914,1,1,1,1,1,1,N
simplex,32.90,1,C2,C2_SHARED_CERT_001,0.532884426979,0.0368745083964,1165.21458495,1,1,1,1,1,1,N
simplex,32.90,2,C2,C2_SHARED_CERT_001,0.617643970303,0.0257498463981,1021.01986748,1,1,1,1,1,1,N
simplex,32.90,3,C2,C2_SHARED_CERT_001,0.630237295737,0.000318923463965,146.703195796,1,1,1,1,1,1,N
simplex,32.90,4,C2,C2_SHARED_CERT_001,0.566394079452,0.0237879713209,863.928190049,1,1,1,1,1,1,N
simplex,32.92,1,C2,C2_SHARED_CERT_001,0.532146942179,0.0368360045972,1163.9704768,1,1,1,1,1,1,N
simplex,32.92,2,C2,C2_SHARED_CERT_001,0.617128975895,0.0258374916897,1024.01967637,1,1,1,1,1,1,N
simplex,32.92,3,C2,C2_SHARED_CERT_001,0.63023948485,0.000109455711387,138.078516999,1,1,1,1,1,1,N
simplex,32.92,4,C2,C2_SHARED_CERT_001,0.566867607346,0.0236765183919,860.401213039,1,1,1,1,1,1,N
simplex,32.94,1,C2,C2_SHARED_CERT_001,0.531410227443,0.0367971128774,1162.71507581,1,1,1,1,1,1,N
simplex,32.94,2,C2,C2_SHARED_CERT_001,0.6166122286,0.0259244833961,1026.99609911,1,1,1,1,1,1,N
simplex,32.94,3,C2,C2_SHARED_CERT_001,0.63023948485,9.94548586108e-05,137.666717178,1,1,1,1,1,1,N
simplex,32.94,4,C2,C2_SHARED_CERT_001,0.567338883906,0.0235639504227,856.8377863,1,1,1,1,1,1,N
simplex,32.96,1,C2,C2_SHARED_CERT_001,0.530674290528,0.0367578479182,1161.44881493,1,1,1,1,1,1,N
simplex,32.96,2,C2,C2_SHARED_CERT_001,0.61609374149,0.0260108326485,1029.94953094,1,1,1,1,1,1,N
simplex,32.96,3,C2,C2_SHARED_CERT_001,0.630237495755,0.000307760568192,146.243589538,1,1,1,1,1,1,N
simplex,32.96,4,C2,C2_SHARED_CERT_001,0.567807885752,0.0234502134686,853.23616067,1,1,1,1,1,1,N
simplex,32.98,1,C2,C2_SHARED_CERT_001,0.5299391389,0.0367182243886,1160.17212675,1,1,1,1,1,1,N
simplex,32.98,2,C2,C2_SHARED_CERT_001,0.615573527414,0.0260965492391,1032.88031982,1,1,1,1,1,1,N
simplex,32.98,3,C2,C2_SHARED_CERT_001,0.630231340548,0.000515415227127,154.792770974,1,1,1,1,1,1,N
simplex,32.98,4,C2,C2_SHARED_CERT_001,0.568274588494,0.0233352571084,849.594700813,1,1,1,1,1,1,N
simplex,33.00,1,C2,C2_SHARED_CERT_001,0.529204779729,0.0366782569796,1158.88544443,1,1,1,1,1,1,N
simplex,33.00,2,C2,C2_SHARED_CERT_001,0.615051599026,0.0261816416672,1035.78876801,1,1,1,1,1,1,N
simplex,33.00,3,C2,C2_SHARED_CERT_001,0.63022103225,0.000722374138281,163.312423775,1,1,1,1,1,1,N
simplex,33.00,4,C2,C2_SHARED_CERT_001,0.568738966808,0.0232190343966,845.911883688,1,1,1,1,1,1,N
simplex,33.02,1,C2,C2_SHARED_CERT_001,0.528471219894,0.0366379603355,1157.58919973,1,1,1,1,1,1,N
simplex,33.02,2,C2,C2_SHARED_CERT_001,0.614527968809,0.0262661172059,1038.67513447,1,1,1,1,1,1,N
